328 UBI AVENUE 1,"1.327574","103.90480122655677"
271 TOH GUAN ROAD,"1.34167905","103.74627917998913"
205 TOA PAYOH NORTH,"1.3420139","103.84820662971964"
508 PASIR RIS STREET 52,"1.3761726","103.94427163130837"
656B JURONG WEST STREET 61,"1.3358922","103.6994653886016"
102 LENGKONG TIGA,"1.3255179","103.91082173898053"
216 JURONG EAST STREET 21,"1.33949615","103.73785534208628"
219 LORONG 8 TOA PAYOH,"1.3427801499999998","103.85594710197915"
1 DOVER ROAD,"1.3024216","103.7834794"
443 CHOA CHU KANG AVENUE 4,"1.3812934000000001","103.73757290562173"
573 HOUGANG STREET 51,"1.3776964","103.88759490884048"
56 CHAI CHEE DRIVE,"1.3224322","103.9196154"
431 JURONG WEST AVENUE 1,"1.3522041","103.72499876147309"
807 TAMPINES AVENUE 4,"1.3458673","103.93603999044643"
99 WHAMPOA DRIVE,"1.32083755","103.85386860992884"
306 CANBERRA ROAD,"1.44587185","103.82244432769633"
350 BUKIT BATOK STREET 34,"1.36170005","103.74912931875272"
138D YUAN CHING ROAD,"1.3305899","103.7248151"
351 HOUGANG AVENUE 7,"1.3641989","103.8963665"
204 MARSILING DRIVE,"1.4440636","103.77375537146"
74 TELOK BLANGAH HEIGHTS,"1.275357","103.80883280046154"
456 CHOA CHU KANG AVENUE 4,"1.3790442","103.73521630829525"
204 PETIR ROAD,"1.37285105","103.77521355671236"
24 HOUGANG AVENUE 3,"1.3656055500000002","103.89205370670612"
132 LORONG AH SOO,"1.352558","103.88944"
38 JALAN RUMAH TINGGI,"1.28873075","103.80976902516207"
58 MARINE TERRACE,"1.3059193","103.91369515516615"
842C TAMPINES STREET 82,"1.35097115","103.93666865553055"
358 WOODLANDS AVENUE 5,"1.4346313","103.7846469"
128 BUKIT MERAH VIEW,"1.28274565","103.82367844369632"
615 WOODLANDS AVENUE 4,"1.4473497","103.7920644"
933 TAMPINES STREET 91,"1.3453772499999999","103.93872690277954"
718 WOODLANDS AVENUE 6,"1.4301354","103.7987973"
158 WOODLANDS STREET 13,"1.4357697","103.7751617"
194 KIM KEAT AVENUE,"1.330951","103.85823017204721"
673 WOODLANDS DRIVE 71,"1.4394665","103.8003751"
3 EVERTON PARK,"1.2771618500000002","103.83870224710375"
659 CHOA CHU KANG CRESCENT,"1.4034435","103.7477964"
253 ANG MO KIO STREET 21,"1.3695867","103.8344666082647"
215 YISHUN STREET 21,"1.4320339","103.8379143"
319 BUKIT BATOK STREET 33,"1.3612695499999998","103.7464272275954"
413B FERNVALE LINK,"1.38979405","103.87857242387634"
717 WOODLANDS DRIVE 70,"1.4401658","103.7985222"
914 HOUGANG STREET 91,"1.3775783","103.88400924004702"
467 SEGAR ROAD,"1.3879289","103.7719557"
166 BISHAN STREET 13,"1.3486691","103.85493825321417"
301C ANCHORVALE DRIVE,"1.3888440499999999","103.89094740056692"
51 TEBAN GARDENS ROAD,"1.32075915","103.73695659682002"
669 CHOA CHU KANG CRESCENT,"1.4034435","103.7477964"
216 MARSILING LANE,"1.4461362","103.771633"
520 PASIR RIS STREET 52,"1.37348405","103.9448726314705"
287 YISHUN AVENUE 6,"1.431753","103.8478301"
552 WOODLANDS DRIVE 44,"1.4314251","103.7944694"
75 BEDOK NORTH ROAD,"1.3278894","103.94211844583151"
66 COMMONWEALTH DRIVE,"1.29909885","103.79659787496705"
936 HOUGANG STREET 92,"1.3731064","103.8808592"
851 JURONG WEST STREET 81,"1.3466489","103.6926915"
512 ANG MO KIO AVENUE 8,"1.3616763","103.8527895"
473 JURONG WEST STREET 41,"1.34857305","103.72291307395994"
305 SERANGOON AVENUE 2,"1.3481462","103.872613"
391 BUKIT BATOK WEST AVENUE 5,"1.3658065499999998","103.75279169268899"
572A WOODLANDS AVENUE 1,"1.43086995","103.78958284839356"
2 ROCHOR ROAD,"1.3007844","103.8557204"
607 JURONG WEST STREET 65,"1.3380401","103.69962209004923"
796A YISHUN RING ROAD,"1.41933905","103.8330704695631"
11 CANTONMENT CLOSE,"1.2744195","103.83972925747867"
554 WOODLANDS DRIVE 53,"1.432353","103.7971466"
42 JALAN BAHAGIA,"1.3271739","103.8569471355527"
364 WOODLANDS AVENUE 5,"1.4346313","103.7846469"
118 YISHUN RING ROAD,"1.4311955","103.8442146"
313 SEMBAWANG DRIVE,"1.4574748","103.8144682"
2 MARSILING DRIVE,"1.4429629","103.7744303"
407 YISHUN AVENUE 6,"1.42590635","103.84844735773234"
23 TOA PAYOH EAST,"1.3341738","103.8573714"
773 BEDOK RESERVOIR VIEW,"1.33639925","103.93736247195241"
526 BEDOK NORTH STREET 3,"1.3341926","103.92917239852308"
108 BEDOK NORTH ROAD,"1.33271835","103.93627460658684"
211 HOUGANG STREET 21,"1.359812","103.8877796"
622 JURONG WEST STREET 61,"1.3407142","103.69909806087195"
332 TAMPINES STREET 32,"1.3533643","103.96064760252145"
242 BUKIT BATOK EAST AVENUE 5,"1.35072035","103.75596925632863"
48 CIRCUIT ROAD,"1.3254157000000002","103.88558505131579"
303 JURONG EAST STREET 32,"1.3480384","103.7322056"
288A BUKIT BATOK STREET 25,"1.3451844","103.76067409893481"
24 NEW UPPER CHANGI ROAD,"1.32383155","103.93343911035609"
252 HOUGANG AVENUE 3,"1.3602797999999998","103.89274851394939"
878 WOODLANDS AVENUE 9,"1.4454268","103.79178123020638"
117A RIVERVALE DRIVE,"1.3832798","103.90235970782143"
655 WOODLANDS RING ROAD,"1.43736665","103.7983188246125"
102 HENDERSON CRESCENT,"1.2892192","103.8223115"
403 CHOA CHU KANG AVENUE 3,"1.37954065","103.73890310067397"
293 BISHAN STREET 22,"1.3564968","103.8463444"
410C FERNVALE ROAD,"1.3971973","103.8755707"
558 ANG MO KIO AVENUE 10,"1.3646309","103.8559378"
140 POTONG PASIR AVENUE 3,"1.3338385000000001","103.86694045560827"
615 HOUGANG AVENUE 8,"1.3721425","103.8859167"
308 WOODLANDS AVENUE 1,"1.42983945","103.7765874909091"
688E WOODLANDS DRIVE 75,========== ERROR PLEASE TRY AGAIN ==========
686C CHOA CHU KANG CRESCENT,"1.4034435","103.7477964"
108 ALJUNIED CRESCENT,"1.3191447","103.88532524827039"
529 BEDOK NORTH STREET 3,"1.3342791","103.92645094756377"
451 JURONG WEST STREET 42,"1.3519700499999998","103.71881421726363"
422 FAJAR ROAD,"1.3808162","103.7712163"
218 MARSILING CRESCENT,"1.4458079","103.7739961"
320 TAMPINES STREET 33,"1.3508453","103.95687761306269"
341 CLEMENTI AVENUE 5,"1.3191121","103.76917723483652"
647 PASIR RIS DRIVE 10,"1.37845665","103.93906100711152"
221B BEDOK CENTRAL,"1.32505255","103.93439236650943"
199C PUNGGOL FIELD,"1.4025016","103.899369"
111 BISHAN STREET 12,"1.3470814500000001","103.84806011022067"
106 ALJUNIED CRESCENT,"1.3190605","103.88292918292046"
274 YISHUN STREET 22,"1.43737665","103.83880585"
354 TAMPINES STREET 33,"1.35473505","103.96253704264473"
